seq_id,feature_type,start,end,strand,geneid,locus_tag,gene,protein_id,product,normalized_label,normalized_quality,go_terms,go_bp,go_mf,go_cc,goslim_terms
NP_418272.1,CDS,4011863,4012816,-,948310,b3828,metR,NP_418272.1,DNA-binding transcriptional dual regulator MetR,dna_binding,medium,GO:0000976;GO:0003677;GO:0003700;GO:0005737;GO:0006355;GO:0008652;GO:0009086;GO:0016597,GO:0006355;GO:0008652;GO:0009086,GO:0000976;GO:0003677;GO:0003700;GO:0016597,GO:0005737,GO:0003677;GO:0006355;GO:0006520;GO:0006790;GO:0140110
NP_418273.1,CDS,4013053,4015314,+,948323,b3829,metE,NP_418273.1,cobalamin-independent homocysteine transmethylase,other,low,GO:0003871;GO:0005515;GO:0005829;GO:0008168;GO:0008172;GO:0008270;GO:0008652;GO:0008705;GO:0009086;GO:0016740;GO:0032259;GO:0035999;GO:0046872;GO:0050667;GO:0071265;GO:0071267,GO:0008652;GO:0009086;GO:0032259;GO:0035999;GO:0050667;GO:0071265;GO:0071267,GO:0003871;GO:0005515;GO:0008168;GO:0008172;GO:0008270;GO:0008705;GO:0016740;GO:0046872,GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0006575;GO:0006790;GO:0016740
YP_026268.1,CDS,4015354,4016169,-,948320,b3830,ysgA,YP_026268.1,putative dienelactone hydrolase,low_info,low,GO:0008806;GO:0016787,,GO:0008806;GO:0016787,,GO:0003824;GO:0016787
NP_418275.1,CDS,4016431,4017192,+,948987,b3831,udp,NP_418275.1,uridine phosphorylase,other,low,GO:0003824;GO:0004850;GO:0005524;GO:0005737;GO:0005829;GO:0006218;GO:0006974;GO:0009116;GO:0009164;GO:0009166;GO:0016740;GO:0016757;GO:0016763;GO:0030955;GO:0032991;GO:0042802;GO:0044206;GO:0046050,GO:0006218;GO:0006974;GO:0009116;GO:0009164;GO:0009166;GO:0044206;GO:0046050,GO:0003824;GO:0004850;GO:0005524;GO:0016740;GO:0016757;GO:0016763;GO:0030955;GO:0042802,GO:0005737;GO:0005829;GO:0032991,GO:0003824;GO:0005829;GO:0016740;GO:0055086;GO:1901135
NP_418276.1,CDS,4017333,4018760,+,948966,b3832,rmuC,NP_418276.1,putative recombination limiting protein RmuC,low_info,low,GO:0005886;GO:0006310,GO:0006310,,GO:0005886,GO:0005886;GO:0006310
YP_026269.1,CDS,4018855,4019610,+,948926,b3833,ubiE,YP_026269.1,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase",methyltransferase,medium,GO:0005515;GO:0005737;GO:0006744;GO:0008168;GO:0008425;GO:0009060;GO:0009234;GO:0016740;GO:0032259;GO:0042181;GO:0043770;GO:0110142,GO:0006744;GO:0009060;GO:0009234;GO:0032259;GO:0042181,GO:0005515;GO:0008168;GO:0008425;GO:0016740;GO:0043770,GO:0005737;GO:0110142,GO:0003824;GO:0006091;GO:0016740
NP_418278.1,CDS,4019624,4020229,+,948915,b3834,ubiJ,NP_418278.1,ubiquinone biosynthesis accessory factor UbiJ,other,low,GO:0005515;GO:0005737;GO:0006744;GO:0042802;GO:0110142,GO:0006744,GO:0005515;GO:0042802,GO:0005737;GO:0110142,
NP_418279.1,CDS,4020226,4021866,+,948322,b3835,ubiB,NP_418279.1,ubiquinone biosynthesis protein UbiB,other,low,GO:0000166;GO:0004672;GO:0005524;GO:0005886;GO:0006744;GO:0010795;GO:0016301;GO:0016740,GO:0006744;GO:0010795,GO:0000166;GO:0004672;GO:0005524;GO:0016301;GO:0016740,GO:0005886,GO:0003824;GO:0005886;GO:0016740;GO:0140096
NP_418280.4,CDS,4021945,4022214,+,948321,b3836,tatA,NP_418280.4,twin arginine protein translocation system - TatA protein,other,low,GO:0005515;GO:0005829;GO:0005886;GO:0008289;GO:0008320;GO:0009977;GO:0015031;GO:0016020;GO:0033281;GO:0042802;GO:0043953;GO:0065002,GO:0015031;GO:0043953;GO:0065002,GO:0005515;GO:0008289;GO:0008320;GO:0009977;GO:0042802,GO:0005829;GO:0005886;GO:0016020;GO:0033281,GO:0005215;GO:0005829;GO:0005886;GO:0006886;GO:0008289;GO:0055085
YP_026270.1,CDS,4022218,4022733,+,948319,b3838,tatB,YP_026270.1,twin arginine protein translocation system - TatB protein,other,low,GO:0005515;GO:0005886;GO:0008320;GO:0009977;GO:0015031;GO:0016020;GO:0033281;GO:0042802;GO:0042803;GO:0043953;GO:0065002,GO:0015031;GO:0043953;GO:0065002,GO:0005515;GO:0008320;GO:0009977;GO:0042802;GO:0042803,GO:0005886;GO:0016020;GO:0033281,GO:0005215;GO:0005886;GO:0006886;GO:0055085
NP_418282.1,CDS,4022736,4023512,+,948328,b3839,tatC,NP_418282.1,twin arginine protein translocation system - TatC protein,other,low,GO:0005515;GO:0005886;GO:0008320;GO:0009314;GO:0009977;GO:0015031;GO:0016020;GO:0033281;GO:0042802;GO:0043953;GO:0065002,GO:0009314;GO:0015031;GO:0043953;GO:0065002,GO:0005515;GO:0008320;GO:0009977;GO:0042802,GO:0005886;GO:0016020;GO:0033281,GO:0005215;GO:0005886;GO:0006886;GO:0055085
NP_418284.1,CDS,4024333,4024821,-,948327,b3842,rfaH,NP_418284.1,transcription antiterminator RfaH,other,low,GO:0001000;GO:0001073;GO:0003677;GO:0005515;GO:0005829;GO:0006354;GO:0006355;GO:0008494;GO:0031564;GO:0045727;GO:0061980,GO:0006354;GO:0006355;GO:0031564;GO:0045727,GO:0001000;GO:0001073;GO:0003677;GO:0005515;GO:0008494;GO:0061980,GO:0005829,GO:0003677;GO:0003723;GO:0005829;GO:0006351;GO:0006355;GO:0045182;GO:0140110
NP_418285.1,CDS,4024988,4026481,+,948326,b3843,ubiD,NP_418285.1,3-octaprenyl-4-hydroxybenzoate decarboxylase,other,low,GO:0005737;GO:0005829;GO:0005886;GO:0006744;GO:0008694;GO:0016829;GO:0016831;GO:0030145;GO:0034214;GO:0042802;GO:0046872;GO:0120233,GO:0006744;GO:0034214,GO:0008694;GO:0016829;GO:0016831;GO:0030145;GO:0042802;GO:0046872;GO:0120233,GO:0005737;GO:0005829;GO:0005886,GO:0003824;GO:0005829;GO:0005886;GO:0016829;GO:0065003
NP_418286.1,CDS,4026527,4027228,+,948325,b3844,fre,NP_418286.1,NAD(P)H-flavin reductase,reductase,low,GO:0005515;GO:0005829;GO:0006811;GO:0006826;GO:0006979;GO:0008047;GO:0016491;GO:0030091;GO:0042602;GO:0052875,GO:0006811;GO:0006826;GO:0006979;GO:0030091,GO:0005515;GO:0008047;GO:0016491;GO:0042602;GO:0052875,GO:0005829,GO:0003824;GO:0005829;GO:0016491;GO:0098772
YP_026272.1,CDS,4027609,4028772,-,948324,b3845,fadA,YP_026272.1,3-ketoacyl-CoA thiolase,other,low,GO:0003988;GO:0005515;GO:0005737;GO:0006629;GO:0006631;GO:0006635;GO:0009062;GO:0010124;GO:0016042;GO:0016740;GO:0016746;GO:0016747;GO:0036125;GO:0044281,GO:0006629;GO:0006631;GO:0006635;GO:0009062;GO:0010124;GO:0016042;GO:0044281,GO:0003988;GO:0005515;GO:0016740;GO:0016746;GO:0016747,GO:0005737;GO:0036125,GO:0003824;GO:0006629;GO:0016740
NP_418288.1,CDS,4028782,4030971,-,948336,b3846,fadB,NP_418288.1,"multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase",dehydrogenase,low,GO:0003824;GO:0003857;GO:0004165;GO:0004300;GO:0006629;GO:0006631;GO:0006635;GO:0008692;GO:0009062;GO:0016042;GO:0016491;GO:0016509;GO:0016616;GO:0016829;GO:0016853;GO:0018812;GO:0036125;GO:0070403,GO:0006629;GO:0006631;GO:0006635;GO:0009062;GO:0016042,GO:0003824;GO:0003857;GO:0004165;GO:0004300;GO:0008692;GO:0016491;GO:0016509;GO:0016616;GO:0016829;GO:0016853;GO:0018812;GO:0070403,GO:0036125,GO:0003824;GO:0006629;GO:0016491;GO:0016829;GO:0016853
NP_418289.1,CDS,4031161,4032492,+,948335,b3847,pepQ,NP_418289.1,Xaa-Pro dipeptidase,protease,medium,GO:0004177;GO:0005515;GO:0005829;GO:0006508;GO:0008233;GO:0008235;GO:0008237;GO:0016787;GO:0016795;GO:0016805;GO:0030145;GO:0042803;GO:0043171;GO:0046872;GO:0070573;GO:0102009,GO:0006508;GO:0043171,GO:0004177;GO:0005515;GO:0008233;GO:0008235;GO:0008237;GO:0016787;GO:0016795;GO:0016805;GO:0030145;GO:0042803;GO:0046872;GO:0070573;GO:0102009,GO:0005829,GO:0003824;GO:0005829;GO:0016787;GO:0140096
NP_418290.4,CDS,4032492,4033106,+,948334,b3848,yigZ,NP_418290.4,IMPACT family member YigZ,other,low,GO:0005515;GO:0005737;GO:0006446;GO:0017111;GO:0032561;GO:0043168,GO:0006446,GO:0005515;GO:0017111;GO:0032561;GO:0043168,GO:0005737,GO:0003824;GO:0016787
YP_026273.1,CDS,4033145,4034596,+,948333,b3849,trkH,YP_026273.1,K(+) transporter TrkH,transporter,medium,GO:0005267;GO:0005886;GO:0006811;GO:0006812;GO:0006813;GO:0008324;GO:0015079;GO:0015379;GO:0016020;GO:0030001;GO:0030955;GO:0034220;GO:0046872;GO:0055085;GO:0071805,GO:0006811;GO:0006812;GO:0006813;GO:0030001;GO:0034220;GO:0055085;GO:0071805,GO:0005267;GO:0008324;GO:0015079;GO:0015379;GO:0030955;GO:0046872,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_418292.1,CDS,4034608,4035153,+,948331,b3850,hemG,NP_418292.1,protoporphyrinogen oxidase,other,low,GO:0000166;GO:0004729;GO:0005515;GO:0005886;GO:0006779;GO:0006782;GO:0006783;GO:0006785;GO:0009055;GO:0009898;GO:0010181;GO:0016020;GO:0016491;GO:0070819,GO:0006779;GO:0006782;GO:0006783;GO:0006785,GO:0000166;GO:0004729;GO:0005515;GO:0009055;GO:0010181;GO:0016491;GO:0070819,GO:0005886;GO:0009898;GO:0016020,GO:0003824;GO:0005886;GO:0016491
NP_418293.2,CDS,4040906,4041433,-,948343,b3856,mobB,NP_418293.2,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,other,low,GO:0000166;GO:0005515;GO:0005525;GO:0006777;GO:0042803,GO:0006777,GO:0000166;GO:0005515;GO:0005525;GO:0042803,,
NP_418294.1,CDS,4041415,4041999,-,948349,b3857,mobA,NP_418294.1,molybdenum cofactor guanylyltransferase,transferase,low,GO:0000166;GO:0000287;GO:0003824;GO:0005515;GO:0005525;GO:0005737;GO:0006777;GO:0016740;GO:0016779;GO:0019720;GO:0046872;GO:0061603;GO:0070568;GO:1902758,GO:0006777;GO:0019720;GO:1902758,GO:0000166;GO:0000287;GO:0003824;GO:0005515;GO:0005525;GO:0016740;GO:0016779;GO:0046872;GO:0061603;GO:0070568,GO:0005737,GO:0003824;GO:0016740;GO:0055086
NP_418295.1,CDS,4042069,4042338,+,948348,b3858,yihD,NP_418295.1,DUF1040 domain-containing protein YihD,other,low,GO:0005829,,,GO:0005829,GO:0005829
NP_418296.1,CDS,4042415,4043401,+,948346,b3859,srkA,NP_418296.1,stress response kinase A,kinase,medium,GO:0000166;GO:0000287;GO:0004674;GO:0005524;GO:0005737;GO:0006950;GO:0016301;GO:0016740;GO:0046872;GO:0106310,GO:0006950,GO:0000166;GO:0000287;GO:0004674;GO:0005524;GO:0016301;GO:0016740;GO:0046872;GO:0106310,GO:0005737,GO:0003824;GO:0016740;GO:0140096
NP_418297.1,CDS,4043418,4044044,+,948353,b3860,dsbA,NP_418297.1,thiol:disulfide oxidoreductase DsbA,reductase,low,GO:0003756;GO:0005515;GO:0015035;GO:0015036;GO:0016491;GO:0030288;GO:0042597;GO:0071236,GO:0071236,GO:0003756;GO:0005515;GO:0015035;GO:0015036;GO:0016491,GO:0030288;GO:0042597,GO:0003824;GO:0016491;GO:0016853;GO:0140096
NP_418298.4,CDS,4044199,4045629,+,948352,b3861,yihF,NP_418298.4,DUF945 domain-containing protein YihF,other,low,,,,,
NP_418299.1,CDS,4045670,4046602,-,948350,b3862,yihG,NP_418299.1,1-acylglycerol-3-phosphate O-acyltransferase YihG,transferase,low,GO:0003841;GO:0005886;GO:0006629;GO:0008654;GO:0016740;GO:0016746,GO:0006629;GO:0008654,GO:0003841;GO:0016740;GO:0016746,GO:0005886,GO:0003824;GO:0005886;GO:0006629;GO:0016740
NP_418300.1,CDS,4046966,4049752,+,948356,b3863,polA,NP_418300.1,DNA polymerase I,polymerase,medium,GO:0003676;GO:0003677;GO:0003824;GO:0003887;GO:0004518;GO:0004527;GO:0005737;GO:0005829;GO:0006139;GO:0006260;GO:0006261;GO:0006281;GO:0006284;GO:0006302;GO:0006974;GO:0008408;GO:0008409;GO:0016740;GO:0016779;GO:0016787;GO:0016788;GO:0034061;GO:0071897,GO:0006139;GO:0006260;GO:0006261;GO:0006281;GO:0006284;GO:0006302;GO:0006974;GO:0071897,GO:0003676;GO:0003677;GO:0003824;GO:0003887;GO:0004518;GO:0004527;GO:0008408;GO:0008409;GO:0016740;GO:0016779;GO:0016787;GO:0016788;GO:0034061,GO:0005737;GO:0005829,GO:0003677;GO:0003824;GO:0005829;GO:0006260;GO:0006281;GO:0016740;GO:0016787;GO:0140097
NP_418301.3,CDS,4050133,4050765,-,948358,b3865,yihA,NP_418301.3,GTP-binding protein YihA,other,low,GO:0000166;GO:0000917;GO:0005525;GO:0005829;GO:0046872;GO:0051301;GO:0090529,GO:0000917;GO:0051301;GO:0090529,GO:0000166;GO:0005525;GO:0046872,GO:0005829,GO:0000910;GO:0005829
NP_418302.1,CDS,4051347,4051856,+,948363,b3866,yihI,NP_418302.1,Der GTPase-activating protein YihI,gtpase,medium,GO:0005096;GO:0005515;GO:0005829;GO:0042254;GO:0043547;GO:0090071,GO:0042254;GO:0043547;GO:0090071,GO:0005096;GO:0005515,GO:0005829,GO:0005829;GO:0042254;GO:0098772
NP_418303.2,CDS,4052045,4053418,+,948362,b3867,hemN,NP_418303.2,coproporphyrinogen III dehydrogenase,dehydrogenase,low,GO:0003824;GO:0004109;GO:0005737;GO:0006779;GO:0006782;GO:0016491;GO:0019353;GO:0046872;GO:0051536;GO:0051539;GO:0051989,GO:0006779;GO:0006782;GO:0019353,GO:0003824;GO:0004109;GO:0016491;GO:0046872;GO:0051536;GO:0051539;GO:0051989,GO:0005737,GO:0003824;GO:0006520;GO:0016491
NP_418304.1,CDS,4053869,4055278,-,948361,b3868,glnG,NP_418304.1,DNA-binding transcriptional dual regulator NtrC,dna_binding,medium,GO:0000987;GO:0001216;GO:0032993;GO:0045893,GO:0045893,GO:0000987;GO:0001216,GO:0032993,GO:0003677;GO:0006355;GO:0140110
NP_418305.1,CDS,4055290,4056339,-,948360,b3869,glnL,NP_418305.1,protein histidine kinase NtrB,two_component_system,high,GO:0000155;GO:0007165,GO:0007165,GO:0000155,,GO:0003824;GO:0016740;GO:0023052;GO:0098772;GO:0140096;GO:0140299
NP_418306.1,CDS,4056625,4058034,-,948370,b3870,glnA,NP_418306.1,glutamine synthetase,synthase,low,GO:0000166;GO:0003824;GO:0004356;GO:0005524;GO:0005737;GO:0005829;GO:0006541;GO:0006542;GO:0009314;GO:0016020;GO:0016874;GO:0019676;GO:0019740;GO:0042802;GO:0046872,GO:0006541;GO:0006542;GO:0009314;GO:0019676;GO:0019740,GO:0000166;GO:0003824;GO:0004356;GO:0005524;GO:0016874;GO:0042802;GO:0046872,GO:0005737;GO:0005829;GO:0016020,GO:0003824;GO:0005829;GO:0006520;GO:0016874
YP_026274.1,CDS,4058407,4060230,+,948369,b3871,bipA,YP_026274.1,50S ribosomal subunit assembly factor BipA,other,low,GO:0000027;GO:0000049;GO:0000166;GO:0003723;GO:0003924;GO:0005515;GO:0005525;GO:0005737;GO:0005829;GO:0006412;GO:0006457;GO:0009408;GO:0009409;GO:0010467;GO:0016787;GO:0019843;GO:0042254;GO:0043022;GO:0044183;GO:0097216;GO:1990904,GO:0000027;GO:0006412;GO:0006457;GO:0009408;GO:0009409;GO:0010467;GO:0042254,GO:0000049;GO:0000166;GO:0003723;GO:0003924;GO:0005515;GO:0005525;GO:0016787;GO:0019843;GO:0043022;GO:0044183;GO:0097216,GO:0005737;GO:0005829;GO:1990904,GO:0003723;GO:0003824;GO:0003924;GO:0005829;GO:0006457;GO:0016787;GO:0042254;GO:0044183;GO:0051604;GO:0065003
NP_418308.1,CDS,4060447,4061157,+,948368,b3872,yihL,NP_418308.1,putative DNA-binding transcriptional regulator YihL,low_info,low,GO:0003677;GO:0003700;GO:0006355;GO:0045892,GO:0006355;GO:0045892,GO:0003677;GO:0003700,,GO:0003677;GO:0006355;GO:0140110
NP_418309.1,CDS,4061165,4062145,+,948367,b3873,yihM,NP_418309.1,putative TIM barrel domain-containing protein YihM,low_info,low,,,,,
NP_418310.1,CDS,4062247,4063512,+,948365,b3874,yihN,NP_418310.1,putative transporter YihN,low_info,low,GO:0005886;GO:0016020;GO:0022857;GO:0055085,GO:0055085,GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_418311.1,CDS,4063603,4064295,-,948366,b3875,ompL,NP_418311.1,putative outer membrane porin L,low_info,low,GO:0006811;GO:0009279;GO:0015288;GO:0015751;GO:0015757;GO:0015772;GO:0046323;GO:0046930,GO:0006811;GO:0015751;GO:0015757;GO:0015772;GO:0046323,GO:0015288,GO:0009279;GO:0046930,GO:0005215;GO:0030312;GO:0055085
YP_026275.1,CDS,4064363,4065766,-,948377,b3876,yihO,YP_026275.1,putative sulfoquinovose transporter,low_info,low,GO:0005886;GO:0006814;GO:0008643;GO:0015293;GO:0016020;GO:0022857;GO:0055085;GO:0072348;GO:1901682,GO:0006814;GO:0008643;GO:0055085;GO:0072348,GO:0015293;GO:0022857;GO:1901682,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_418313.4,CDS,4065809,4067194,-,948371,b3877,yihP,NP_418313.4,"putative 2,3-dihydroxypropane-1-sulfonate exportprotein",low_info,low,GO:0005886;GO:0006814;GO:0008643;GO:0015293;GO:0016020;GO:0022857;GO:0055085,GO:0006814;GO:0008643;GO:0055085,GO:0015293;GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_418314.1,CDS,4067240,4069276,-,948376,b3878,yihQ,NP_418314.1,sulfoquinovosidase,other,low,GO:0003824;GO:0004553;GO:0005975;GO:0016787;GO:0016798;GO:0030246;GO:0061720;GO:1990929,GO:0005975;GO:0061720,GO:0003824;GO:0004553;GO:0016787;GO:0016798;GO:0030246;GO:1990929,,GO:0003824;GO:0005975;GO:0006790;GO:0016787;GO:1901135
NP_418315.3,CDS,4069475,4070401,-,948375,b3879,yihR,NP_418315.3,putative sulfoquinovose mutarotase YihR,low_info,low,GO:0003824;GO:0004034;GO:0005975;GO:0006006;GO:0016853;GO:0030246;GO:0033499;GO:0044010;GO:1902777,GO:0005975;GO:0006006;GO:0033499;GO:0044010;GO:1902777,GO:0003824;GO:0004034;GO:0016853;GO:0030246,,GO:0003824;GO:0005975;GO:0006790;GO:0016853;GO:1901135
NP_418316.4,CDS,4070515,4071756,-,948374,b3880,yihS,NP_418316.4,sulfoquinovose isomerase,isomerase,low,GO:0005975;GO:0016853;GO:0034214;GO:0042802;GO:0050089;GO:0061593;GO:0061720;GO:1902777,GO:0005975;GO:0034214;GO:0061720;GO:1902777,GO:0016853;GO:0042802;GO:0050089;GO:0061593,,GO:0003824;GO:0005975;GO:0006790;GO:0016853;GO:0065003;GO:1901135
NP_418317.1,CDS,4071773,4072651,-,948373,b3881,yihT,NP_418317.1,6-deoxy-6-sulfofructose-1-phosphate aldolase,other,low,GO:0016829;GO:0061595;GO:0061720;GO:1902777,GO:0061720;GO:1902777,GO:0016829;GO:0061595,,GO:0003824;GO:0006790;GO:0016829;GO:1901135
NP_418318.1,CDS,4072675,4073571,-,948372,b3882,yihU,NP_418318.1,3-sulfolactaldehyde reductase,reductase,low,GO:0009407;GO:0016054;GO:0016491;GO:0016616;GO:0032991;GO:0042802;GO:0047577;GO:0050661;GO:0051287;GO:0051289;GO:0061596;GO:0061720;GO:1902777,GO:0009407;GO:0016054;GO:0051289;GO:0061720;GO:1902777,GO:0016491;GO:0016616;GO:0042802;GO:0047577;GO:0050661;GO:0051287;GO:0061596,GO:0032991,GO:0003824;GO:0006790;GO:0016491;GO:0065003;GO:0098754;GO:1901135
NP_418319.2,CDS,4073739,4074635,+,948382,b3883,yihV,NP_418319.2,6-deoxy-6-sulfofructose kinase,kinase,medium,GO:0000166;GO:0005524;GO:0005829;GO:0006796;GO:0016301;GO:0016740;GO:0016772;GO:0046835;GO:0061594;GO:0061720;GO:1902777,GO:0006796;GO:0046835;GO:0061720;GO:1902777,GO:0000166;GO:0005524;GO:0016301;GO:0016740;GO:0016772;GO:0061594,GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0006790;GO:0016740;GO:1901135
NP_418320.2,CDS,4074669,4075454,+,948381,b3884,csqR,NP_418320.2,DNA-binding transcriptional dual regulator CsqR,dna_binding,medium,GO:0000987;GO:0003677;GO:0003700;GO:0006355;GO:0045892;GO:0098531;GO:2000143,GO:0006355;GO:0045892;GO:2000143,GO:0000987;GO:0003677;GO:0003700;GO:0098531,,GO:0003677;GO:0006355;GO:0140110
NP_418321.4,CDS,4075553,4076152,+,948380,b3885,yihX,NP_418321.4,alpha-D-glucose-1-phosphate phosphatase YihX,phosphatase,medium,GO:0000287;GO:0008877;GO:0016787;GO:0030145;GO:0046872,,GO:0000287;GO:0008877;GO:0016787;GO:0030145;GO:0046872,,GO:0003824;GO:0016787
NP_418322.1,CDS,4076146,4077018,+,948379,b3886,yihY,NP_418322.1,PF03631 family membrane protein YihY,membrane_protein,low,GO:0005886,,,GO:0005886,GO:0005886
NP_418323.1,CDS,4077015,4077452,+,948378,b3887,dtd,NP_418323.1,D-aminoacyl-tRNA deacylase,trna,high,GO:0000049;GO:0002161;GO:0003723;GO:0005515;GO:0005737;GO:0006399;GO:0009408;GO:0016787;GO:0016788;GO:0019478;GO:0042803;GO:0043908;GO:0051499;GO:0051500;GO:0106026;GO:0106074,GO:0006399;GO:0009408;GO:0019478;GO:0106074,GO:0000049;GO:0002161;GO:0003723;GO:0005515;GO:0016787;GO:0016788;GO:0042803;GO:0043908;GO:0051499;GO:0051500;GO:0106026,GO:0005737,GO:0003723;GO:0003824;GO:0006399;GO:0006520;GO:0016787;GO:0140098
NP_418324.1,CDS,4077449,4078438,+,948387,b3888,fabY,NP_418324.1,putative fatty acid biosynthesis enzyme FabY,low_info,low,GO:0016747,,GO:0016747,,GO:0003824;GO:0016740
NP_418325.4,CDS,4079291,4079509,+,948386,b3889,yiiE,NP_418325.4,putative DNA-binding transcriptional regulator YiiE,low_info,low,GO:0006355;GO:0043565,GO:0006355,GO:0043565,,GO:0003677;GO:0006355
NP_418326.2,CDS,4079751,4079969,+,948385,b3890,yiiF,NP_418326.2,protein YiiF,other,low,GO:0006355;GO:0043565,GO:0006355,GO:0043565,,GO:0003677;GO:0006355
NP_418327.1,CDS,4080299,4081228,-,948384,b3891,fdhE,NP_418327.1,formate dehydrogenase formation protein,dehydrogenase,low,GO:0005515;GO:0005737;GO:0005829;GO:0008199;GO:0042803;GO:0051604,GO:0051604,GO:0005515;GO:0008199;GO:0042803,GO:0005737;GO:0005829,GO:0005829;GO:0051604
NP_418328.1,CDS,4081225,4081860,-,948383,b3892,fdoI,NP_418328.1,formate dehydrogenase O subunit gamma,dehydrogenase,low,GO:0005886;GO:0006788;GO:0006974;GO:0008863;GO:0009055;GO:0009061;GO:0009326;GO:0015944;GO:0016020;GO:0019645;GO:0022904;GO:0036397;GO:0045333;GO:0046872,GO:0006788;GO:0006974;GO:0009061;GO:0015944;GO:0019645;GO:0022904;GO:0045333,GO:0008863;GO:0009055;GO:0036397;GO:0046872,GO:0005886;GO:0009326;GO:0016020,GO:0003824;GO:0005886;GO:0006091;GO:0016491
NP_418329.1,CDS,4081857,4082759,-,948395,b3893,fdoH,NP_418329.1,formate dehydrogenase O subunit beta,dehydrogenase,low,GO:0005886;GO:0006788;GO:0009061;GO:0009326;GO:0015944;GO:0016020;GO:0019645;GO:0022904;GO:0036397;GO:0045333;GO:0046872;GO:0051536;GO:0051539,GO:0006788;GO:0009061;GO:0015944;GO:0019645;GO:0022904;GO:0045333,GO:0036397;GO:0046872;GO:0051536;GO:0051539,GO:0005886;GO:0009326;GO:0016020,GO:0003824;GO:0005886;GO:0006091;GO:0016491
NP_418330.1,CDS,4082772,4085822,-,948394,b3894,fdoG,NP_418330.1,formate dehydrogenase O subunit alpha,dehydrogenase,low,GO:0005515;GO:0005829;GO:0005886;GO:0006788;GO:0006974;GO:0008863;GO:0009055;GO:0009061;GO:0009326;GO:0015944;GO:0016020;GO:0016491;GO:0019645;GO:0036397;GO:0042597;GO:0043546;GO:0045333;GO:0046872;GO:0047111;GO:0051536;GO:0051539,GO:0006788;GO:0006974;GO:0009061;GO:0015944;GO:0019645;GO:0045333,GO:0005515;GO:0008863;GO:0009055;GO:0016491;GO:0036397;GO:0043546;GO:0046872;GO:0047111;GO:0051536;GO:0051539,GO:0005829;GO:0005886;GO:0009326;GO:0016020;GO:0042597,GO:0003824;GO:0005829;GO:0005886;GO:0006091;GO:0016491
NP_418331.1,CDS,4086016,4086849,+,948393,b3895,fdhD,NP_418331.1,sulfurtransferase for molybdenum cofactor sulfuration,transferase,low,GO:0003824;GO:0005515;GO:0005737;GO:0005829;GO:0006777;GO:0016783;GO:0042803;GO:0043546;GO:0097163,GO:0006777,GO:0003824;GO:0005515;GO:0016783;GO:0042803;GO:0043546;GO:0097163,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016740;GO:0140104
NP_418332.1,CDS,4087002,4088057,+,948392,b3896,yiiG,NP_418332.1,DUF3829 domain-containing lipoprotein YiiG,membrane_protein,low,,,,,
NP_418333.1,CDS,4088107,4089855,-,948389,b3897,frvR,NP_418333.1,putative DNA-binding transcriptional regulator FrvR,low_info,low,GO:0003677;GO:0016301;GO:0016740,,GO:0003677;GO:0016301;GO:0016740,,GO:0003677;GO:0003824;GO:0016740
NP_418334.1,CDS,4089855,4090925,-,948388,b3898,frvX,NP_418334.1,peptidase M42 family protein FrvX,protease,medium,GO:0004177;GO:0006508;GO:0008233;GO:0008237;GO:0016787;GO:0046872;GO:0070006,GO:0006508,GO:0004177;GO:0008233;GO:0008237;GO:0016787;GO:0046872;GO:0070006,,GO:0003824;GO:0016787;GO:0140096
NP_418335.4,CDS,4090915,4092366,-,948390,b3899,frvB,NP_418335.4,putative PTS enzyme IIBC component FrvB,low_info,low,GO:0005351;GO:0005886;GO:0008982;GO:0009401;GO:0016020;GO:0016301;GO:0016740;GO:0022877;GO:0090563;GO:1902495;GO:1902600;GO:1990539,GO:0009401;GO:1902600;GO:1990539,GO:0005351;GO:0008982;GO:0016301;GO:0016740;GO:0022877;GO:0090563,GO:0005886;GO:0016020;GO:1902495,GO:0003824;GO:0005215;GO:0005886;GO:0016740;GO:0055085
NP_418336.1,CDS,4092377,4092823,-,948391,b3900,frvA,NP_418336.1,putative PTS enzyme IIA component FrvA,low_info,low,GO:0005737;GO:0008982;GO:0009401;GO:0016020;GO:0016301;GO:0016740;GO:1902495;GO:1990539,GO:0009401;GO:1990539,GO:0008982;GO:0016301;GO:0016740,GO:0005737;GO:0016020;GO:1902495,GO:0003824;GO:0005215;GO:0016740;GO:0055085
